TD-ArtNr;PDM-ArticleID;PDM-K24Nr
MAPCO-19863;1270202;1570-109524
MAPCO-19877;1302373;1570-111265
MAPCO-19878;1242233;1570-108159
MAPCO-19889;851715;1570-31787
MAPCO-19889/1;1300427;1570-111132
MAPCO-20053;1811352;1550-115281
MAPCO-20053/2;1811354;1550-115282
MAPCO-20096;1227164;1135-100685
MAPCO-20304;852614;1550-16158
MAPCO-20305;1270350;1550-105079
MAPCO-20315;1303154;1550-105248
MAPCO-20316;1218986;1550-104847
MAPCO-20317;1811783;1550-115366
MAPCO-20360;1811955;1550-115383
MAPCO-20360/2;1811957;1550-115384
MAPCO-20362;1811961;1550-115386
MAPCO-20376;1811981;1550-115396
MAPCO-20376/8;1811983;1550-115397
MAPCO-20378;1811985;1550-115398
MAPCO-20393;1811989;1135-107598
MAPCO-20412;738584;2260-2304
MAPCO-20413;738585;2260-2305
MAPCO-20420;1812151;1550-115407
MAPCO-20421;1190965;1550-104628
MAPCO-20421/2;1812154;1550-115409
MAPCO-20422;3308258;1550-150358
MAPCO-20428;3308259;1550-150359
MAPCO-20428/2;1812172;1550-115418
MAPCO-2048;1292795;1440-108162
MAPCO-2050;1261489;1440-107352
MAPCO-20752;1237652;1550-104749
MAPCO-20752/2;1812906;1550-115610
MAPCO-20814;1813051;1550-115634
MAPCO-20814/2;1813053;1550-115635
MAPCO-20816;1813071;1550-115638
MAPCO-20816/2;1813073;1550-115639
MAPCO-20960;1206434;1135-100813
MAPCO-2167;1233288;1440-105971
MAPCO-2243;1285666;1440-107927
MAPCO-2276;1280391;1440-107770
MAPCO-2366;1203732;1440-106336
MAPCO-2377;1305410;1440-108505
MAPCO-2437;1263174;1440-107394
MAPCO-25051;1213172;1420-103942
MAPCO-25054;1824581;1420-121058
MAPCO-25127;1283768;1420-104817
MAPCO-25239;1272923;1420-104625
MAPCO-25257;3103067;1420-187396
MAPCO-25588;1825041;1420-121081
MAPCO-25795;3103098;1420-187425
MAPCO-25799;1246323;1420-104227
MAPCO-25802;1243099;1420-104163
MAPCO-25803;1310408;1420-105330
MAPCO-25803C;3103100;1420-187427
MAPCO-25818;1199815;1420-103721
MAPCO-25818C;3103105;1420-187432
MAPCO-25826;1239717;1420-104120
MAPCO-25826C;3103107;1420-187434
MAPCO-25830;1199431;1420-103713
MAPCO-25830C;1825163;1420-121113
MAPCO-26000;1267543;1580-102198
MAPCO-26022;851046;1580-6168
MAPCO-26026;1248881;1580-101999
MAPCO-26033;1825428;1580-112396
MAPCO-26100;1229762;1580-101385
MAPCO-26102;1290073;1580-102446
MAPCO-26106;1304502;1580-102549
MAPCO-26107;1825526;1580-112406
MAPCO-26126;1242513;1580-101937
MAPCO-26130;1221907;1580-101880
MAPCO-26146;1302324;1580-102528
MAPCO-26151;1299485;1580-102508
MAPCO-26157;3102404;1580-134641
MAPCO-26161;3102408;1580-134645
MAPCO-262020;1825841;1810-109031
MAPCO-26286;1825949;1580-112438
MAPCO-26300;1225965;1580-101337
MAPCO-26302;1198292;1580-101558
MAPCO-26303;1279155;1580-102369
MAPCO-26305;1228780;1580-101370
MAPCO-26306;1218699;1580-101845
MAPCO-26312;901088;1580-6192
MAPCO-26313;901089;1580-6193
MAPCO-26317;1289912;1580-102445
MAPCO-26320;1303857;1580-102544
MAPCO-26321;901092;1580-6196
MAPCO-26324;1825962;1580-112450
MAPCO-26326;1306232;1580-102565
MAPCO-26327;1239833;1580-101913
MAPCO-26346;1280795;1580-102386
MAPCO-26355;1825972;1580-112460
MAPCO-26356;1825973;1580-112461
MAPCO-26357;1293919;1580-102477
MAPCO-26619;4444256;1580-134773
MAPCO-26707;3102417;1580-134654
MAPCO-26723;1167033;1570-106291
MAPCO-26724;1826047;1580-112511
MAPCO-26731;4444258;1580-134775
MAPCO-26752/7;1200324;1430-100130
MAPCO-26761;1290272;1580-102449
MAPCO-26765;1265698;1580-102167
MAPCO-26766;1202238;1580-101612
MAPCO-26768;1279739;1580-102377
MAPCO-26780;1826057;1570-156705
MAPCO-26840;1826082;1580-112529
MAPCO-26841;1296064;1580-102486
MAPCO-26845;4444259;1580-134776
MAPCO-26852;1826086;1580-112533
MAPCO-26868;1826092;1580-112539
MAPCO-26875;1212400;1580-101759
MAPCO-26894;1189187;1580-101495
MAPCO-26964;1826115;1580-112555
MAPCO-26965;3102423;1580-134660
MAPCO-26966;3102424;1580-134661
MAPCO-27415;1280765;1570-109997
MAPCO-2776;1308823;1440-108614
MAPCO-27835;1304949;1570-111416
MAPCO-29037;1827051;1570-156807
MAPCO-29061;1214797;1570-107515
MAPCO-29106;4683443;1571-102339
MAPCO-29314;1213927;1570-107469
MAPCO-29406/9;3795712;1571-102286
MAPCO-29457;1267747;1570-109384
MAPCO-29527;3795713;1571-102287
MAPCO-29707;1827249;1570-156864
MAPCO-29707/9;3795724;1571-102298
MAPCO-29716;1202234;1570-106856
MAPCO-29816;1246328;1570-108371
MAPCO-29816/1;1309336;1570-111713
MAPCO-29816/9;3795731;1571-102305
MAPCO-29893;1239637;1570-108022
MAPCO-29893/1;1827289;1570-156901
MAPCO-29893/2;1827290;1570-156902
MAPCO-29990;1209866;1570-107252
MAPCO-29991;1827417;2020-102898
MAPCO-32013;1103385;1560-100669
MAPCO-32811;1831135;1540-132109
MAPCO-32814;1103391;1560-100674
MAPCO-32816;1101763;1560-100654
MAPCO-33002;1245445;1570-108323
MAPCO-33003;1273014;1570-109616
MAPCO-33023;1201540;1560-100752
MAPCO-33119;851769;1570-30616
MAPCO-33120;1831456;1570-156931
MAPCO-33150;1278283;1540-108715
MAPCO-33150/2;1831536;1560-105815
MAPCO-33156;1289102;1560-100975
MAPCO-33164;1277380;1570-109812
MAPCO-33313;1276155;1570-109731
MAPCO-33344;1832127;1570-156947
MAPCO-33355;1295877;1560-101003
MAPCO-33368;4421699;1570-279609
MAPCO-33415;851444;1570-30634
MAPCO-33416;851445;1570-30635
MAPCO-33417;1234021;1570-106198
MAPCO-33418;1265770;1560-100897
MAPCO-33424;851186;1570-30771
MAPCO-33433;1832329;1570-156950
MAPCO-33434;1242843;1570-108188
MAPCO-33447;1832418;1570-156958
MAPCO-33456;1261812;1560-100882
MAPCO-33478;1832435;1620-124868
MAPCO-33818;1279202;1570-109913
MAPCO-33818/2;901197;1570-31182
MAPCO-33818/9;1832875;1570-157002
MAPCO-33819;1259954;1560-100876
MAPCO-33835;1261899;1570-109066
MAPCO-33856;1199405;1560-100741
MAPCO-33858;851082;1570-30565
MAPCO-33858/2;1270200;1630-100269
MAPCO-33903;1269540;1570-109491
MAPCO-33905;849856;1570-30820
MAPCO-33947;849904;1570-30803
MAPCO-33961;1257404;1560-100871
MAPCO-33962;849170;1560-5648
MAPCO-33963;849171;1560-5649
MAPCO-33965;1103397;1560-100680
MAPCO-33965/2;1832946;1560-105856
MAPCO-34107;900714;1540-20535
MAPCO-34117;3139100;1560-117505
MAPCO-3418;1248648;1440-107036
MAPCO-3419;1300064;1440-108365
MAPCO-34406/2;1833513;1560-105890
MAPCO-34411;1833517;1560-105894
MAPCO-34411/2;1833518;1560-105895
MAPCO-34453/2;1204216;1560-100764
MAPCO-34455;1833657;1560-105901
MAPCO-34464;1833667;1560-105910
MAPCO-34807;849638;1560-5726
MAPCO-34807/2;1291267;1560-100985
MAPCO-34809;849640;1560-5728
MAPCO-34809/2;1217674;1560-100804
MAPCO-34835;1834012;1560-106066
MAPCO-34853;901191;1540-20558
MAPCO-34853/2;1834018;1560-106072
MAPCO-34854;1205163;1560-100767
MAPCO-34854/2;1834021;1560-106075
MAPCO-34856;1834024;1560-106078
MAPCO-34856/2;1834025;1560-106079
MAPCO-34892;1834060;1560-106114
MAPCO-34894;1834062;1560-106116
MAPCO-35105;1302849;1420-105178
MAPCO-35106;1834307;1420-121141
MAPCO-35122;1200831;1420-103743
MAPCO-35122/1;3486119;1420-187554
MAPCO-35812;3102512;1420-187355
MAPCO-36006;4421713;1570-279623
MAPCO-36006/2;3908582;1570-279337
MAPCO-36025;1835336;1570-157021
MAPCO-3618;1209712;1440-106492
MAPCO-3625;1239426;1440-106820
MAPCO-3632;1250110;1440-107079
MAPCO-3632/1;3102711;1440-170146
MAPCO-3641;1308540;1440-108607
MAPCO-36532;3407667;1560-117537
MAPCO-36645;1836071;1570-157044
MAPCO-3678;3102712;1440-170147
MAPCO-3679;3102713;1440-170148
MAPCO-36797;852170;1520-8267
MAPCO-36889;852060;1620-8556
MAPCO-36890;852061;1620-8557
MAPCO-36947;849886;1570-30809
MAPCO-37131;4421757;1570-279667
MAPCO-37132;3102525;1620-205270
MAPCO-37136;3102366;1570-278729
MAPCO-37138;3139063;1570-279096
MAPCO-37142;3407670;1560-117540
MAPCO-3723;1222770;1440-106786
MAPCO-37604;1836783;1560-106229
MAPCO-37613;3103486;1570-279076
MAPCO-37764;3103493;1570-279083
MAPCO-37837;1279211;1570-109914
MAPCO-37838;1837082;1570-157137
MAPCO-37897;1837190;1570-157164
MAPCO-37901;681978;1540-27312
MAPCO-38835;4421794;1570-279704
MAPCO-38839;3102383;1570-278746
MAPCO-38899;3103013;1560-117498
MAPCO-3911;1298729;1440-108332
MAPCO-3922;1206934;1440-106427
MAPCO-3959;1201118;1440-106274
MAPCO-40845;1844774;1550-116220
MAPCO-40845/2;1844775;1550-116221
MAPCO-40864;1844862;1550-116256
MAPCO-40864/2;1844864;1550-116257
MAPCO-40865;1844866;1550-116258
MAPCO-40865/2;1844868;1550-116259
MAPCO-40868;1844882;1550-116264
MAPCO-40868/2;1844884;1550-116265
MAPCO-40953;1845448;1560-106305
MAPCO-4118;1222755;1435-103091
MAPCO-4119;1270716;1435-103208
MAPCO-4128;1276297;1435-103224
MAPCO-4129;1192992;1435-103003
MAPCO-4308;1244883;1435-103109
MAPCO-4309;1266839;1435-103194
MAPCO-4310;1268991;1435-103202
MAPCO-4311;1213437;1435-103054
MAPCO-4312;1214830;1435-103057
MAPCO-4313;1235063;1435-102986
MAPCO-45750C;3327436;1420-187493
MAPCO-45826;1230798;1420-103505
MAPCO-45827;1233112;1420-103537
MAPCO-45837;1198800;1420-103702
MAPCO-45837C;3103146;1420-187473
MAPCO-45838;1862159;1420-121151
MAPCO-45844;1862169;1420-121156
MAPCO-45846C;3327440;1420-187497
MAPCO-46217;1862310;1580-112575
MAPCO-46220;1862316;1580-112578
MAPCO-46617;3102475;1580-134712
MAPCO-46618;3102476;1580-134713
MAPCO-46619;3102477;1580-134714
MAPCO-46702;3102481;1580-134718
MAPCO-46707;3102482;1580-134719
MAPCO-46851;3102491;1580-134728
MAPCO-4710;1293155;1435-103290
MAPCO-4711;1260988;1435-103176
MAPCO-4712;1287218;1435-103266
MAPCO-4713;1221603;1435-103086
MAPCO-4714;1296319;1435-103309
MAPCO-47145;3298761;1420-187638
MAPCO-4715;1258227;1435-103164
MAPCO-47152;850898;1410-14468
MAPCO-4722;1308107;1435-103355
MAPCO-4723;1248721;1435-103122
MAPCO-47287;3298766;1420-187643
MAPCO-47455;850699;1410-14487
MAPCO-47461;1863041;1420-121232
MAPCO-47525;1863081;1420-121247
MAPCO-47550;1863123;1420-121266
MAPCO-47644;1863272;1420-121284
MAPCO-47660;1863278;1420-121287
MAPCO-47688;1863327;1420-121304
MAPCO-47688HPS;3387826;1420-187504
MAPCO-47707;3434609;1420-187514
MAPCO-4772;1254445;1435-103142
MAPCO-4773;1260279;1435-103171
MAPCO-47838;3298820;1420-187697
MAPCO-47838/1;3298821;1420-187698
MAPCO-47839;3298822;1420-187699
MAPCO-47839HPS;3298823;1420-187700
MAPCO-47847;3298832;1420-187709
MAPCO-4886;1233141;1435-102977
MAPCO-4886/1;3486013;1435-143877
MAPCO-4887;1200484;1435-103016
MAPCO-4887/1;3486014;1435-143878
MAPCO-49057;1243494;1570-108218
MAPCO-49058;1200740;1570-106780
MAPCO-49117/1;1258975;1570-108913
MAPCO-49124HPS;1188173;1570-106383
MAPCO-49135;1303766;1570-111352
MAPCO-49136;1207404;1570-107128
MAPCO-49151;1206829;1570-107094
MAPCO-49157;1186540;1570-106351
MAPCO-49158;1282216;1570-110064
MAPCO-49161;1248956;1570-108496
MAPCO-49162;1865254;1570-157922
MAPCO-49163;1865256;1570-157923
MAPCO-4920;3899409;1435-143879
MAPCO-4921;3899410;1435-143880
MAPCO-49414;1865548;1570-157981
MAPCO-49672;1290060;1570-110525
MAPCO-49672/1;1291601;1570-110613
MAPCO-49673;1285481;1570-110249
MAPCO-49830HPS;1286068;1570-110284
MAPCO-49831;1291938;1570-110631
MAPCO-49833;1266486;1570-109315
MAPCO-49850;1301925;1570-111241
MAPCO-49862/9;849888;1570-30811
MAPCO-5132;1272522;1440-107598
MAPCO-51723;1262226;1570-109078
MAPCO-51773;1880103;1570-158181
MAPCO-51825HPS;1249755;1570-108527
MAPCO-51826;1230704;1570-106000
MAPCO-51827;1242990;1570-108194
MAPCO-51863;1220229;1570-107797
MAPCO-51864;1261649;1570-109053
MAPCO-51893;1308859;1570-111683
MAPCO-51894;1271043;1570-109564
MAPCO-52272HPS;1881421;1570-158284
MAPCO-52284;1881433;1570-158296
MAPCO-52285;1881434;1570-158297
MAPCO-52380;1206121;1570-107056
MAPCO-52381;1217052;1570-107637
MAPCO-52618;1226200;1570-105794
MAPCO-52619;1223507;1570-105672
MAPCO-52620;1881650;1570-158476
MAPCO-52623;1309462;1570-111719
MAPCO-52624;1280213;1570-109966
MAPCO-52625;1881652;1570-158478
MAPCO-52719;1204119;1570-106947
MAPCO-52743;1190772;1570-106453
MAPCO-52744;1214010;1570-107473
MAPCO-52839;1190382;1570-106438
MAPCO-52840;1209800;1570-107247
MAPCO-52841;1249335;1570-108506
MAPCO-52842;1259634;1570-108950
MAPCO-52875;1282403;1570-110075
MAPCO-52876;1295428;1570-110850
MAPCO-52877;1219259;1570-107742
MAPCO-52881/2HPS;4694343;1570-282994
MAPCO-52881HPS;1881781;1570-158592
MAPCO-53111;1882274;1570-158657
MAPCO-53114;1882277;1570-158660
MAPCO-53131HPS;4217198;1570-279358
MAPCO-53164;1882351;1570-158685
MAPCO-53314HPS;4217203;1570-279363
MAPCO-53315HPS;4217204;1570-279364
MAPCO-53323HPS;4217208;1570-279368
MAPCO-53485;1882482;1570-158779
MAPCO-53672/1;1882626;1570-158909
MAPCO-53710;3102717;1570-278762
MAPCO-53797;4217267;1570-279427
MAPCO-53812HPS;1882767;1570-159035
MAPCO-53825HPS;1882782;1570-159044
MAPCO-53830;1882787;1570-159049
MAPCO-53850;1882809;1570-159071
MAPCO-53862/1;1882817;1570-159079
MAPCO-53880;4217275;1570-279435
MAPCO-53893;1882844;1570-159105
MAPCO-53894;1882845;1570-159106
MAPCO-53910;3604131;1570-279300
MAPCO-54512;1883102;1570-159144
MAPCO-54513;1883103;1570-159145
MAPCO-54612;1883171;1570-159184
MAPCO-54612/2;1883172;1570-159185
MAPCO-54626;3102726;1570-278771
MAPCO-54627;3102727;1570-278772
MAPCO-54713;1883271;1570-159265
MAPCO-54714;1883272;1570-159266
MAPCO-54739;3103388;1570-279015
MAPCO-54739/2;4694374;1570-283025
MAPCO-54761;3103236;1570-278927
MAPCO-54762;3103237;1570-278928
MAPCO-54769HPS;3139163;1570-279140
MAPCO-54770HPS;3139164;1570-279141
MAPCO-54771HPS;3139165;1570-279142
MAPCO-54772HPS;3139166;1570-279143
MAPCO-54773HPS;3139167;1570-279144
MAPCO-54774HPS;3139168;1570-279145
MAPCO-54779;3139086;1570-279101
MAPCO-54780;3139087;1570-279102
MAPCO-54841;3103238;1570-278929
MAPCO-54842;3103239;1570-278930
MAPCO-55521;4400670;1120-112823
MAPCO-55623;3330681;1570-279196
MAPCO-55623/2;4694388;1570-283039
MAPCO-55653;3103255;1570-278946
MAPCO-55700/2HPS;4412560;1570-279512
MAPCO-55700HPS;3330682;1570-279197
MAPCO-55701/2HPS;4412561;1570-279513
MAPCO-55701HPS;3330683;1570-279198
MAPCO-56501;1884394;1440-136835
MAPCO-56656;4673140;1440-177578
MAPCO-56803;1263182;1440-107395
MAPCO-56809;1231431;1440-105918
MAPCO-5681;1269066;1440-107548
MAPCO-56812;1884420;1440-136848
MAPCO-56822;4596958;1440-170243
MAPCO-56825;4673145;1440-177583
MAPCO-57860HPS;4711706;1570-283212
MAPCO-57864HPS;4711707;1570-283213
MAPCO-59110;1300362;1570-111127
MAPCO-59111;1254394;1570-108753
MAPCO-59112;1213623;1570-107457
MAPCO-59113;1259789;1570-108956
MAPCO-59114;1189249;1570-106400
MAPCO-59143;1885300;1570-159385
MAPCO-59144;1885301;1570-159386
MAPCO-59147;1885304;1570-159389
MAPCO-59148;1885305;1570-159390
MAPCO-59149/2HPS;4412575;1570-279527
MAPCO-59149HPS;1885306;1570-159391
MAPCO-59159/2HPS;4412579;1570-279531
MAPCO-59159HPS;3103423;1570-279050
MAPCO-59160/2HPS;4412580;1570-279532
MAPCO-59160HPS;3103424;1570-279051
MAPCO-59664HPS;1256775;1570-108829
MAPCO-59812HPS;1289133;1570-110462
MAPCO-59854;1259943;1570-108968
MAPCO-59855;1237407;1570-106975
MAPCO-59907/2HPS;4412645;1570-279597
MAPCO-59907HPS;1885434;1570-159447
MAPCO-59910;3103281;1570-278972
MAPCO-59911;3102742;1570-278787
MAPCO-59912;1885439;1570-159449
MAPCO-6040;1186294;1410-102514
MAPCO-60447;1283137;2010-101440
MAPCO-60801;1237322;2010-101245
MAPCO-60859;1886920;2010-106866
MAPCO-61006;1232961;2020-100394
MAPCO-6189;1188929;1410-102530
MAPCO-62001;1227178;2030-100479
MAPCO-6273;3330651;1410-169096
MAPCO-6286/1;3330652;1410-169097
MAPCO-6371/1;1887802;1410-122682
MAPCO-6377;1199530;1410-102637
MAPCO-6377HPS;3715640;1410-169167
MAPCO-6393;1225944;1410-102341
MAPCO-6472;1298931;1410-103980
MAPCO-64801;1198338;2020-100404
MAPCO-6492;1291758;1410-103848
MAPCO-6492HPS;1888109;1410-122685
MAPCO-65013;1888152;2040-103509
MAPCO-6503;1278364;1410-103609
MAPCO-6511;1210056;1410-102821
MAPCO-6513;1262517;1410-103394
MAPCO-6521;1284044;1410-103706
MAPCO-65222;3587820;2040-113486
MAPCO-65230;1888183;2040-103513
MAPCO-6537;1228336;1410-102383
MAPCO-6537/1;3486005;1410-169106
MAPCO-65406;1287692;2040-100477
MAPCO-65411;1291782;2040-100482
MAPCO-65417;1888191;2040-103517
MAPCO-65473;1888218;2040-103522
MAPCO-65475;3587823;2040-113489
MAPCO-6560;1199606;1410-102641
MAPCO-65608;1888247;2040-103540
MAPCO-65801;1202855;2040-100409
MAPCO-65814;1888298;2040-103553
MAPCO-65860;1888303;2040-103556
MAPCO-65861;1888304;2040-103557
MAPCO-65864;3587839;2040-113505
MAPCO-65884;1888305;2040-103558
MAPCO-65950;3587840;2040-113506
MAPCO-65951;3587841;2040-113507
MAPCO-6611;3102585;1410-168981
MAPCO-6614;1888729;1410-122692
MAPCO-6620;1888742;1410-122696
MAPCO-6624;1888773;1410-122700
MAPCO-6629;1888780;1410-122706
MAPCO-6634;1888853;1410-122712
MAPCO-6634HPS;1888854;1410-122713
MAPCO-6640;3102593;1410-168989
MAPCO-66405;3587844;2040-113510
MAPCO-6646;1888866;1410-122716
MAPCO-6647;1888868;1410-122717
MAPCO-6695/1;1889136;1410-122721
MAPCO-6698HPS;3102628;1410-169024
MAPCO-6701;3102630;1410-169026
MAPCO-6709;1280428;1410-103648
MAPCO-6709HPS;3102633;1410-169029
MAPCO-67211;3587852;2040-113518
MAPCO-67230;850145;2040-2602
MAPCO-67240;1889158;2040-103568
MAPCO-67302;1889163;2040-103571
MAPCO-67411;1889174;2040-103574
MAPCO-6744;1225254;1410-102334
MAPCO-67473;4671917;2040-113953
MAPCO-6749;1252057;1410-103247
MAPCO-67501;1889186;2040-103578
MAPCO-6754;1225472;1410-102335
MAPCO-6754HPS;3715655;1410-169181
MAPCO-6758;1218963;1410-102960
MAPCO-6758HPS;3715656;1410-169182
MAPCO-6759;850888;1410-14459
MAPCO-67610;1889230;2040-103588
MAPCO-67636;1197860;2040-100404
MAPCO-67710;1889244;2040-103596
MAPCO-67711;1889245;2040-103597
MAPCO-67801;1299741;2040-100492
MAPCO-67814;3587867;2040-113533
MAPCO-67884;1305640;2040-100500
MAPCO-6793HPS;3102635;1410-169031
MAPCO-6796;1278662;1410-103615
MAPCO-6796HPS;1889269;1410-122737
MAPCO-6801;1889270;1410-122738
MAPCO-6841;3102641;1410-169037
MAPCO-6865;1290861;1410-103825
MAPCO-6867;1275404;1410-103561
MAPCO-6884;1309366;1410-104154
MAPCO-6899;1299308;1410-103987
MAPCO-6928;1889484;1410-122779
MAPCO-6948;1889544;1410-122787
MAPCO-6955;1305756;1410-104099
MAPCO-6959;1254508;1410-103288
MAPCO-72980;1891937;1540-133243
MAPCO-72983;1891940;1540-133246
MAPCO-72984;1891941;1540-133247
MAPCO-76100;1892262;1430-105280
MAPCO-76141;1892275;1430-105286
MAPCO-76144;1892276;1430-105287
MAPCO-76300;1260453;1430-100165
MAPCO-76934;1892385;1430-105380
MAPCO-77100;1892436;1520-113350
MAPCO-77600;1893153;1520-113351
MAPCO-8027;1208368;1420-103862
MAPCO-8027/1;3486079;1410-169114
MAPCO-8127;1197107;1420-103677
MAPCO-8128;1208848;1420-103865
MAPCO-8128/1;3486082;1410-169117
MAPCO-8142;1284279;1410-103710
MAPCO-8142/1;3486086;1410-169121
MAPCO-8143;3103284;1410-169064
MAPCO-8143/1;3835136;1410-169198
MAPCO-8318;1247644;1420-104239
MAPCO-8318/1;3486087;1410-169122
MAPCO-86304;3330685;2270-154676
MAPCO-86314;1233431;1430-100119
MAPCO-86315;1905505;2270-118109
MAPCO-86804;1265556;1440-107451
MAPCO-86806;1240176;2240-100120
MAPCO-86815;1305413;1440-108506
MAPCO-86840;1288933;1440-108046
MAPCO-86841;1285875;1440-107935
MAPCO-86842;1219828;1440-106704
MAPCO-86843;1260548;1440-107327
MAPCO-8810;1237145;1410-102659
MAPCO-8810/1;4649138;1410-169607
MAPCO-88112;4268437;2220-102118
MAPCO-88113;4268438;2220-102119
MAPCO-8838;1907996;1410-122821
MAPCO-8839;1270997;1410-103523
MAPCO-8841;1283169;1410-103688
MAPCO-88425;4268447;2220-102128
MAPCO-8845;1191987;1410-102563
MAPCO-8845/1;3486112;1410-169147
MAPCO-8855;1233497;1410-102467
MAPCO-88630;4268458;2220-102139
MAPCO-88648;4268475;2220-102156
MAPCO-88759;4268488;2220-102169
MAPCO-88841;4268502;2220-102183
MAPCO-88844;4268505;2220-102186
MAPCO-88845;4268506;2220-102187
MAPCO-88848;4268509;2220-102190
MAPCO-88911;4268513;2220-102194
MAPCO-8990;1226411;1410-102353
MAPCO-90001;851567;2380-5788
MAPCO-90021;851568;2380-5789
MAPCO-90022;851569;2380-5790
MAPCO-90023;1945378;2380-104016
MAPCO-90047;851589;2380-5794
MAPCO-90116;3536731;2380-112215
MAPCO-90154;3536741;2380-112225
MAPCO-90196;3536753;2380-112237
MAPCO-90201;3536758;2380-112242
MAPCO-90214;3536764;2380-112248
MAPCO-90289;3536785;2380-112269
MAPCO-90298;3536794;2380-112278
MAPCO-90802;851599;2380-5803
MAPCO-90809;1946468;2380-104063
MAPCO-90810;1946471;2380-104064
MAPCO-90813;851383;2380-5815
MAPCO-91116;1947512;1135-107652
MAPCO-9116;1244559;1440-106922
MAPCO-9124;4420762;1440-170218
MAPCO-9130;1231387;1440-105915
MAPCO-9131;1228503;1440-105852
MAPCO-9132;1948186;1440-136853
MAPCO-9139;4420767;1440-170223
MAPCO-91425;3739809;1135-121883
MAPCO-91426;4063314;1135-121981
MAPCO-91428;3739810;1135-121884
MAPCO-9152;1251700;1440-107118
MAPCO-91646;3739820;1135-121894
MAPCO-91750;3839546;1135-121954
MAPCO-9180;1236042;1440-106031
MAPCO-91899;1949275;1135-107983
MAPCO-91937;3839553;1135-121961
MAPCO-91942;3739855;1135-121929
MAPCO-91962;1949379;1135-108014
MAPCO-91979;1949419;1135-108028
MAPCO-9312;1260972;1440-107343
MAPCO-9315;1307979;1440-108579
MAPCO-95300;4342192;1350-101462
MAPCO-95800;4342194;1350-101464
MAPCO-95938;1247312;1620-102514
MAPCO-95938/5;3906437;1620-205325
MAPCO-95952/5;3906447;1620-205335
MAPCO-95955;1959540;1620-125746
MAPCO-95955/5;3906450;1620-205338
MAPCO-95983;3746656;1520-135212
MAPCO-95983/2;3746657;1520-135213
MAPCO-9605;1959938;1440-136866
MAPCO-9721;1961614;1410-122830
MAPCO-9747;1961785;1410-122847
MAPCO-9754;1961821;1410-122854
MAPCO-9810;3103291;1410-169070
MAPCO-9839;1961938;1410-122891
MAPCO-9839/1;3103296;1410-169075
MAPCO-9845/1;3103299;1410-169078
MAPCO-9847;1961962;1410-122895
MAPCO-9847/1;3103300;1410-169079
MAPCO-9856/1;3103304;1410-169083
MAPCO-9861;1962011;1410-122904
MAPCO-9861/1;3103307;1410-169086
MAPCO-9862;1962018;1410-122905
MAPCO-9862/1;3103308;1410-169087
MAXGEAR-10-0061;4272342;1520-132247
MAXGEAR-10-0107;4272346;1520-132251
MAXGEAR-10-0209;4272349;1520-132254
MAXGEAR-11-1144;4651380;1550-151403
MAXGEAR-12-0047;3943714;1135-120906
MAXGEAR-12-0076;3943733;1135-120925
MAXGEAR-12-0081;3943738;1135-120930
MAXGEAR-12-0313;4004333;1135-121031
MAXGEAR-12-1518;4004372;1135-121070
MAXGEAR-12-1585;4004426;1135-121124
MAXGEAR-12-1622;4004455;1135-121153
MAXGEAR-12-1688;4004503;1135-121201
MAXGEAR-12-1796;4063389;1135-121674
MAXGEAR-12-1858;4004637;1135-121335
MAXGEAR-12-1884;4004658;1135-121356
MAXGEAR-12-2004;4004768;1135-121465
MAXGEAR-12-2057;4004811;1135-121507
